Id,Sales
34243,6166.664179104471
35099,11494.852049318366
35955,10691.825176027722
36811,10626.710634665806
37667,11974.649320211625
38523,12899.877466919346
40235,6166.664179104471
4,7364.800518606678
860,6613.488178099831
1716,7252.292235743827
2572,8062.845896733047
4284,3000.2313432835876
5140,4044.894795716746
5996,5104.689356893544
6852,4353.377016386697
7708,4992.181074030693
8564,5802.7347350199125
10276,3000.2313432835876
11132,6305.005957429881
11988,7364.800518606678
12844,6613.488178099831
13700,7252.292235743827
14556,8062.845896733047
16268,3000.2313432835876
17124,3952.2858769347913
17980,5012.080438111589
18836,4260.768097604741
19692,4899.5721552487375
20548,5710.125816237958
22260,3000.2313432835876
23116,6212.397038647925
23972,7272.191599824723
24828,6520.879259317876
25684,7159.683316961872
26540,7970.236977951092
28252,3000.2313432835876
29108,3952.2858769347913
29964,5012.080438111589
30820,4260.768097604741
31676,4899.5721552487375
32532,5710.125816237958
34244,3000.2313432835876
35100,6212.397038647925
35956,7272.191599824723
36812,6520.879259317876
37668,7159.683316961872
38524,7970.236977951092
40236,3000.2313432835876
5,6969.009347845633
861,7007.7632238168735
1717,7424.525058979227
2573,8760.25693756799
4285,6066.187969924817
5141,5419.086648081197
5997,4981.673990708219
6853,5020.42786667946
7709,5437.189701841813
8565,6772.921580430577
10277,6066.187969924817
11133,7406.422005218612
11989,6969.009347845633
12845,7007.7632238168735
13701,7424.525058979227
14557,8760.25693756799
16269,6066.187969924817
17125,5419.086648081197
17981,4981.673990708219
18837,5020.42786667946
19693,5437.189701841813
20549,6772.921580430577
22261,6066.187969924817
23117,7406.422005218612
23973,6969.009347845633
24829,7007.7632238168735
25685,7424.525058979227
26541,8760.25693756799
28253,6066.187969924817
29109,5419.086648081197
29965,4981.673990708219
30821,5020.42786667946
31677,5694.280076560319
32533,7030.0119551490825
34245,6066.187969924817
35101,7663.512379937118
35957,7226.0997225641395
36813,7264.853598535379
37669,7681.615433697732
38525,9017.347312286496
40237,6066.187969924817
6,5925.647305933806
862,5946.62036003387
1718,6386.666012218666
2574,7136.513171728702
4286,4845.610004444149
5142,4973.750190744564
5998,4656.854810062394
6854,4677.827864162458
7710,5117.873516347254
8566,5867.72067585729
10278,4845.610004444149
11134,6242.542686615976
11990,5925.647305933806
12846,5837.859423874059
13702,6277.905076058854
14558,7027.752235568892
16270,4736.8490682843385
17126,4864.989254584753
17982,4548.093873902583
18838,4569.066928002647
19694,5009.112580187442
20550,5758.95973969748
22262,4736.8490682843385
23118,6133.781750456165
23974,5816.886369773995
24830,5837.859423874059
25686,6277.905076058854
26542,7027.752235568892
28254,4736.8490682843385
29110,4864.989254584753
29966,4548.093873902583
30822,4569.066928002647
31678,5009.112580187442
32534,5758.95973969748
34246,4736.8490682843385
35102,6133.781750456165
35958,5816.886369773995
36814,5837.859423874059
37670,6277.905076058854
38526,7027.752235568892
40238,4736.8490682843385
7,8687.150018801847
863,9276.111086371679
1719,9107.258824141576
2575,9938.999065937041
4287,6474.865671641797
5143,6841.712200267726
5999,6763.9590369992
6855,7352.920104569032
7711,7184.06784233893
8567,8015.808084134396
10279,6474.865671641797
11135,8764.903182070371
11991,8687.150018801847
12847,9276.111086371679
13703,9107.258824141576
14559,9938.999065937041
16271,6474.865671641797
17127,7178.884148160818
17983,7101.130984892293
18839,7690.092052462125
19695,7521.239790232023
20551,8352.980032027488
22263,6474.865671641797
23119,9102.075129963465
23975,9024.321966694939
24831,9613.28303426477
25687,9444.430772034668
26543,10276.171013830135
28255,6474.865671641797
29111,7178.884148160818
29967,7101.130984892293
30823,7690.092052462125
31679,7521.239790232023
32535,8352.980032027488
34247,6474.865671641797
35103,9102.075129963465
35959,9024.321966694939
36815,9613.28303426477
37671,9444.430772034668
38527,10276.171013830135
40239,6474.865671641797
8,8716.113016680649
864,8974.788332705935
1720,9250.527560119097
2576,10516.053432943914
4288,6383.820895522398
5144,5631.69175924931
6000,5562.966176283931
6856,5821.641492309219
7712,6097.3807197223805
8568,7362.906592547198
10280,6383.820895522398
11136,8784.838599646027
11992,8716.113016680649
12848,8974.788332705935
13704,9250.527560119097
14560,10516.053432943914
16272,6383.820895522398
17128,5775.205460870559
17984,5706.479877905181
18840,5965.155193930468
19696,6240.894421343629
20552,7506.420294168447
22264,6383.820895522398
23120,8928.352301267276
23976,8859.626718301897
24832,9118.302034327184
25688,9394.041261740345
26544,10659.567134565163
28256,6383.820895522398
29112,5775.205460870559
29968,5706.479877905181
30824,5965.155193930468
31680,6240.894421343629
32536,7506.420294168447
34248,6383.820895522398
35104,8928.352301267276
35960,8859.626718301897
36816,9118.302034327184
37672,9394.041261740345
38528,10659.567134565163
40240,6383.820895522398
9,5905.9489034983535
865,6157.928465146895
1721,6205.972748929936
2577,7469.62900752562
4289,4549.72222222222
5145,4075.8090652278347
6001,3498.5353540519127
6857,3750.5149157004544
7713,3798.559199483495
8569,4651.006461377239
10281,4549.72222222222
11137,6894.431611376216
11993,6317.157900200294
12849,6569.137461848835
13705,6617.181745631876
14561,7469.62900752562
16273,4549.72222222222
17129,4075.8090652278347
17985,3498.5353540519127
18841,3750.5149157004544
19697,3798.559199483495
20553,4651.006461377239
22265,4549.72222222222
23121,6894.431611376216
23977,6317.157900200294
24833,6569.137461848835
25689,6617.181745631876
26545,7469.62900752562
29113,4075.8090652278347
29969,3498.5353540519127
30825,3750.5149157004544
31681,3798.559199483495
32537,4651.006461377239
35105,6894.431611376216
35961,6317.157900200294
36817,6569.137461848835
37673,6617.181745631876
38529,7469.62900752562
40241,4549.72222222222
10,6325.819142846695
866,6276.635046920181
1722,6738.042773495432
2578,7613.011257850373
4290,3516.8045112781974
5146,4945.055439781282
6002,4649.22646620918
6858,4600.0423702826665
7714,5061.450096857917
8570,5936.418581212858
10282,3516.8045112781974
11138,6621.648116418796
11994,6325.819142846695
12850,6276.635046920181
13706,6738.042773495432
14562,7613.011257850373
16274,3516.8045112781974
17130,4945.055439781282
17986,4649.22646620918
18842,4600.0423702826665
19698,5061.450096857917
20554,5936.418581212858
22266,3516.8045112781974
23122,6621.648116418796
23978,6325.819142846695
24834,6276.635046920181
25690,6738.042773495432
26546,7613.011257850373
28258,3516.8045112781974
29114,4945.055439781282
29970,4649.22646620918
30826,4600.0423702826665
31682,4945.160999572072
32538,5820.129483927014
34250,3516.8045112781974
35106,6505.359019132951
35962,6209.53004556085
36818,6160.345949634336
37674,6621.753676209587
38530,7496.722160564528
40242,3516.8045112781974
11,7503.068988777743
867,7341.64618548561
1723,7651.782151683369
2579,8649.539867245698
4291,5762.156716417918
5147,5841.047806385152
6003,5261.898579982682
6859,5100.4757766905495
7715,5410.611742888309
8571,6408.369458450637
10283,5762.156716417918
11139,8082.218215180212
11995,7503.068988777743
12851,7341.64618548561
13707,7651.782151683369
14563,8649.539867245698
16275,5762.156716417918
17131,6033.706373709222
17987,5454.557147306752
18843,5293.134344014619
19699,5603.270310212379
20555,6601.028025774707
22267,5762.156716417918
23123,8274.876782504281
23979,7695.727556101812
24835,7534.3047528096795
25691,7844.440719007438
26547,8842.198434569767
28259,5762.156716417918
29115,6033.706373709222
29971,5454.557147306752
30827,5293.134344014619
31683,5603.270310212379
32539,6601.028025774707
34251,5762.156716417918
35107,8274.876782504281
35963,7695.727556101812
36819,7534.3047528096795
37675,7844.440719007438
38531,8842.198434569767
40243,5762.156716417918
12,8608.55859815151
868,8876.64080492128
1724,9324.99869237252
2580,10165.83475147151
4292,5323.586466165411
5148,6703.0332881471895
6004,6451.318762215448
6860,6719.400968985219
7716,7167.758856436457
8572,8008.594915535447
10284,5323.586466165411
11140,8899.646757130415
11996,8647.932231198673
12852,8916.014437968444
13708,9364.372325419683
14564,10205.208384518672
16276,5323.586466165411
17132,6703.0332881471895
17988,6451.318762215448
18844,6719.400968985219
19700,7167.758856436457
20556,8008.594915535447
22268,5323.586466165411
23124,8899.646757130415
23980,8647.932231198673
24836,8916.014437968444
25692,9364.372325419683
26548,10205.208384518672
28260,5323.586466165411
29116,6703.0332881471895
29972,6451.318762215448
30828,6719.400968985219
31684,7167.758856436457
32540,8008.594915535447
34252,5323.586466165411
35108,8899.646757130415
35964,8647.932231198673
36820,8916.014437968444
37676,9364.372325419683
38532,10205.208384518672
40244,5323.586466165411
13,7567.109751191416
869,7504.394260745294
1725,7917.964865973329
2581,8960.720993846247
4293,4276.443609022562
5149,5676.32962585768
6005,5312.334968035078
6861,5249.619477588957
7717,5663.190082816992
8573,6705.94621068991
10285,4276.443609022562
11141,7931.104409014017
11997,7567.109751191416
12853,7504.394260745294
13709,7917.964865973329
14565,8960.720993846247
16277,4276.443609022562
17133,5676.32962585768
17989,5312.334968035078
18845,5249.619477588957
19701,5663.190082816992
20557,6705.94621068991
22269,4276.443609022562
23125,7931.104409014017
23981,7567.109751191416
24837,7504.394260745294
25693,7917.964865973329
26549,8960.720993846247
28261,4276.443609022562
29117,5676.32962585768
29973,5312.334968035078
30829,5249.619477588957
31685,5552.6307279555895
32541,6595.386855828507
34253,4276.443609022562
35109,7820.545054152615
35965,7456.5503963300125
36821,7393.834905883891
37677,7807.405511111927
38533,8850.161638984844
40245,4276.443609022562
14,9325.865069033347
870,8681.415828074036
1726,8939.035870142909
2582,9868.354598998045
4294,5376.398148148147
5150,6562.5009119903725
6006,7950.142434304908
6862,7305.693193345597
7718,7563.31323541447
8574,8413.798483549359
10286,5376.398148148147
11142,8017.0570274390575
11998,9404.698549753593
12854,8760.249308794282
13710,9017.869350863155
14566,9868.354598998045
16278,5376.398148148147
17134,6562.5009119903725
17990,7950.142434304908
18846,7305.693193345597
19702,7563.31323541447
20558,8413.798483549359
22270,5376.398148148147
23126,8017.0570274390575
23982,9404.698549753593
24838,8760.249308794282
25694,9017.869350863155
26550,9868.354598998045
29118,6562.5009119903725
29974,7950.142434304908
30830,7305.693193345597
31686,7563.31323541447
32542,8413.798483549359
34254,5376.398148148147
35110,8017.0570274390575
35966,9404.698549753593
36822,8760.249308794282
37678,9017.869350863155
38534,9868.354598998045
40246,5376.398148148147
15,6446.899950302005
871,6353.385481667647
1727,6891.082936030591
2583,7938.566645349911
4295,5119.007518796998
5151,4153.306749319619
6007,3622.753038362839
6863,3529.2385697284817
7719,4066.9360240914248
8575,5114.419733410746
10287,5119.007518796998
11143,7238.638722253797
11999,6708.085011297018
12855,6614.570542662661
13711,7152.267997025603
14567,8199.751706344925
16279,5119.007518796998
17135,4153.306749319619
17991,3622.753038362839
18847,3529.2385697284817
19703,4066.9360240914248
20559,5114.419733410746
22271,5119.007518796998
23127,7238.638722253797
23983,6708.085011297018
24839,6614.570542662661
25695,7152.267997025603
26551,8199.751706344925
28263,5119.007518796998
29119,4153.306749319619
29975,3622.753038362839
30831,3529.2385697284817
31687,4066.9360240914248
32543,5114.419733410746
34255,5119.007518796998
35111,7238.638722253797
35967,6708.085011297018
36823,6614.570542662661
37679,7152.267997025603
38535,8199.751706344925
40247,5119.007518796998
16,5116.465646151641
872,5025.3793053187255
1728,5284.624129654896
2584,6164.7508567064915
4296,3428.185185185185
5152,4340.295770066628
6008,3795.6506488747705
6864,3704.5643080418554
7720,3963.809132378027
8576,4671.4201717536425
10288,3428.185185185185
11144,5833.626455019478
12000,5288.98133382762
12856,5197.894992994705
13712,5457.139817330875
14568,6164.7508567064915
16280,3428.185185185185
17136,4340.295770066628
17992,3795.6506488747705
18848,3704.5643080418554
19704,3963.809132378027
20560,4671.4201717536425
22272,3428.185185185185
23128,5833.626455019478
23984,5288.98133382762
24840,5197.894992994705
25696,5457.139817330875
26552,6164.7508567064915
29120,4340.295770066628
29976,3795.6506488747705
30832,3704.5643080418554
31688,3963.809132378027
32544,4671.4201717536425
34256,3428.185185185185
35112,5833.626455019478
35968,5288.98133382762
36824,5197.894992994705
37680,5457.139817330875
38536,6164.7508567064915
40248,3428.185185185185
17,6416.486134190449
873,6325.1836711084925
1729,6422.548506558036
2585,7735.534785240018
4297,4636.548872180453
5153,4511.794840011332
6009,4041.0589706281303
6865,3949.756507546174
7721,4047.121342995717
8577,5360.107621677699
10289,4636.548872180453
11145,7061.393874680099
12001,6590.658005296897
12857,6499.35554221494
13713,6596.720377664484
14569,7909.706656346466
16281,4636.548872180453
17137,4685.9667111177805
17993,4215.2308417345785
18849,4123.928378652622
19705,4221.293214102166
20561,5534.279492784148
22273,4636.548872180453
23129,7061.393874680099
23985,6590.658005296897
24841,6499.35554221494
25697,6596.720377664484
26553,7909.706656346466
28265,4636.548872180453
29121,4685.9667111177805
29977,4215.2308417345785
30833,4123.928378652622
31689,4221.293214102166
32545,5534.279492784148
34257,4636.548872180453
35113,7061.393874680099
35969,6590.658005296897
36825,6499.35554221494
37681,6596.720377664484
38537,7909.706656346466
40249,4636.548872180453
18,10360.4431323573
874,10718.903100556776
1730,10932.912402530837
2586,12721.064502299861
4298,7420.398496240608
5154,8032.751957854492
6010,7036.2114855913505
6866,7394.671453790826
7722,7608.680755764888
8578,9396.83285553391
10290,7420.398496240608
11146,11356.983604620442
12002,10360.4431323573
12858,10718.903100556776
13714,10932.912402530837
14570,12721.064502299861
16282,7420.398496240608
17138,8032.751957854492
17994,7036.2114855913505
18850,7394.671453790826
19706,7608.680755764888
20562,9396.83285553391
22274,7420.398496240608
23130,11356.983604620442
23986,10360.4431323573
24842,10718.903100556776
25698,10932.912402530837
26554,12721.064502299861
28266,7420.398496240608
29122,8032.751957854492
29978,7036.2114855913505
30834,7394.671453790826
31690,8018.578128405845
32546,9806.730228174867
34258,7420.398496240608
35114,11766.880977261399
35970,10770.340504998258
36826,11128.800473197733
37682,11342.809775171794
38538,13130.961874940818
40250,7420.398496240608
19,12527.874959483337
875,12241.772760228554
1731,13072.928478318572
2587,14606.239951780626
4299,9106.279069767446
5155,9534.873766492068
6011,9408.14274158907
6867,9122.040542334287
7723,9953.196260424304
8579,11486.50773388636
10291,9106.279069767446
11147,12654.605984386335
12003,12527.874959483337
12859,12241.772760228554
13715,13072.928478318572
14571,14606.239951780626
16283,9106.279069767446
17139,9534.873766492068
17995,9408.14274158907
18851,9122.040542334287
19707,9953.196260424304
20563,11486.50773388636
22275,9106.279069767446
23131,12654.605984386335
23987,12527.874959483337
24843,12241.772760228554
25699,13072.928478318572
26555,14606.239951780626
28267,9106.279069767446
29123,9534.873766492068
29979,9408.14274158907
30835,9122.040542334287
31691,9854.939178641185
32547,11388.250652103241
34259,9106.279069767446
35115,12556.348902603217
35971,12429.617877700219
36827,12143.515678445436
37683,12974.671396535454
38539,14507.982869997508
40251,9106.279069767446
20,10880.224838904114
876,11054.826324756956
1732,12071.261977580873
2588,13353.910093815635
4300,7533.631578947378
5156,7113.595029802849
6012,6615.160002428633
6868,6789.761488281474
7724,7806.197141105391
8580,9088.845257340154
10292,7533.631578947378
11148,11378.65986627833
12004,10880.224838904114
12860,11054.826324756956
13716,12071.261977580873
14572,13353.910093815635
16284,7533.631578947378
17140,7113.595029802849
17996,6615.160002428633
18852,6789.761488281474
19708,7806.197141105391
20564,9088.845257340154
22276,7533.631578947378
23132,11378.65986627833
23988,10880.224838904114
24844,11054.826324756956
25700,12071.261977580873
26556,13353.910093815635
28268,7533.631578947378
29124,7113.595029802849
29980,6615.160002428633
30836,6789.761488281474
31692,8143.326479674932
32548,9425.974595909694
34260,7533.631578947378
35116,11715.789204847872
35972,11217.354177473655
36828,11391.955663326497
37684,12408.391316150413
38540,13691.039432385176
40252,7533.631578947378
21,7957.254444049316
877,8206.951917783012
1733,8614.286923345699
2589,10588.933915040314
4301,6992.27819548873
5157,5458.447121667431
6013,4961.766697870563
6869,5211.464171604259
7725,5618.799177166945
8581,7593.446168861561
10293,6992.27819548873
11149,8453.934867846183
12005,7957.254444049316
12861,8206.951917783012
13717,8614.286923345699
14573,10588.933915040314
16285,6992.27819548873
17141,5458.447121667431
17997,4961.766697870563
18853,5211.464171604259
19709,5618.799177166945
20565,7593.446168861561
22277,6992.27819548873
23133,8453.934867846183
23989,7957.254444049316
24845,8206.951917783012
25701,8614.286923345699
26557,10588.933915040314
28269,6992.27819548873
29125,5458.447121667431
29981,4961.766697870563
30837,5211.464171604259
31693,5824.1358228185
32549,7798.782814513115
34261,6992.27819548873
35117,8659.271513497737
35973,8162.591089700871
36829,8412.288563434566
37685,8819.623568997253
38541,10794.270560691868
40253,6992.27819548873
22,6414.670477061218
878,5786.223225419821
1734,6857.313603385312
2590,6960.957428518885
4302,4788.458646616542
5158,3675.067038889777
6014,4397.104946282026
6870,3768.6576946406285
7726,4839.74807260612
8582,4943.3918977396925
10294,4788.458646616542
11150,5692.632569668969
12006,6414.670477061218
12862,5786.223225419821
13718,6857.313603385312
14574,6960.957428518885
16286,4788.458646616542
17142,3675.067038889777
17998,4397.104946282026
18854,3768.6576946406285
19710,4839.74807260612
20566,4943.3918977396925
22278,4788.458646616542
23134,5692.632569668969
23990,6414.670477061218
24846,5786.223225419821
25702,6857.313603385312
26558,6960.957428518885
28270,4788.458646616542
29126,3675.067038889777
29982,4397.104946282026
30838,3768.6576946406285
31694,4779.249126676599
32550,4882.892951810172
34262,4788.458646616542
35118,5632.133623739448
35974,6354.171531131697
36830,5725.7242794902995
37686,6796.814657455791
38542,6900.4584825893635
40254,4788.458646616542
23,6377.822261111667
879,6272.979394533564
1735,6402.828679002996
2591,7126.123028922273
4303,5605.574626865676
5159,5249.940295900006
6015,4637.379894009576
6871,4532.537027431472
7727,4662.386311900905
8583,5385.680661820181
10295,5605.574626865676
11151,6990.382663002098
12007,6377.822261111667
12863,6272.979394533564
13719,6402.828679002996
14575,7126.123028922273
16287,5605.574626865676
17143,5608.619755030942
17999,4996.059353140511
18855,4891.216486562408
19711,5021.06577103184
20567,5744.360120951116
22279,5605.574626865676
23135,7349.062122133033
23991,6736.501720242603
24847,6631.6588536644995
25703,6761.508138133932
26559,7484.802488053208
28271,5605.574626865676
29127,5608.619755030942
29983,4996.059353140511
30839,4891.216486562408
31695,5021.06577103184
32551,5744.360120951116
34263,5605.574626865676
35119,7349.062122133033
35975,6736.501720242603
36831,6631.6588536644995
37687,6761.508138133932
38543,7484.802488053208
40255,5605.574626865676
24,4812.581028912007
880,5129.62033765082
1736,5228.4315084361715
2592,5913.953723573277
4304,2364.3055555555543
5160,3375.343224171338
6016,3245.7050109581573
6872,3562.7443196969707
7728,3661.5554904823216
8584,4236.3492826755255
10296,2364.3055555555543
11152,5052.94766506909
12008,4923.309451855909
12864,5240.348760594723
13720,5339.159931380073
14576,5913.953723573277
16288,2364.3055555555543
17144,3375.343224171338
18000,3245.7050109581573
18856,3562.7443196969707
19712,3661.5554904823216
20568,4236.3492826755255
22280,2364.3055555555543
23136,5052.94766506909
23992,4923.309451855909
24848,5240.348760594723
25704,5339.159931380073
26560,5913.953723573277
29128,3375.343224171338
29984,3245.7050109581573
30840,3562.7443196969707
31696,3661.5554904823216
32552,4236.3492826755255
35120,5052.94766506909
35976,4923.309451855909
36832,5240.348760594723
37688,5339.159931380073
38544,5913.953723573277
40256,2364.3055555555543
25,8846.876045124145
881,8973.773284449511
1737,9399.958165694256
2593,10465.41607215544
4305,8605.95488721805
5161,7115.00757762565
6017,6532.895764102663
6873,6659.79300342803
7729,7085.977884672774
8585,8151.4357911339575
10297,8605.95488721805
11153,9428.987858647131
12009,8846.876045124145
12865,8973.773284449511
13721,9399.958165694256
14577,10465.41607215544
16289,8605.95488721805
17145,7115.00757762565
18001,6532.895764102663
18857,6659.79300342803
19713,7085.977884672774
20569,8151.4357911339575
22281,8605.95488721805
23137,9428.987858647131
23993,8846.876045124145
24849,8973.773284449511
25705,9399.958165694256
26561,10465.41607215544
28273,8605.95488721805
29129,7115.00757762565
29985,6532.895764102663
30841,6659.79300342803
31697,7245.435337838601
32553,8310.893244299785
34265,8605.95488721805
35121,9588.445311812959
35977,9006.333498289972
36833,9133.230737615339
37689,9559.415618860083
38545,10624.873525321267
40257,8605.95488721805
26,11212.190576713656
882,11125.34961220804
1738,11716.708294896853
2594,14093.897539595573
4306,7822.909774436098
5162,7468.2980422744795
6018,6857.770687302818
6874,6770.929722797203
7730,7362.288405486016
8586,9739.477650184735
10298,7822.909774436098
11154,11822.717931685318
12010,11212.190576713656
12866,11125.34961220804
13722,11716.708294896853
14578,14093.897539595573
16290,7822.909774436098
17146,7468.2980422744795
18002,6857.770687302818
18858,6770.929722797203
19714,7362.288405486016
20570,9739.477650184735
22282,7822.909774436098
23138,11822.717931685318
23994,11212.190576713656
24850,11125.34961220804
25706,11716.708294896853
26562,14093.897539595573
28274,7822.909774436098
29130,7468.2980422744795
29986,6857.770687302818
30842,6770.929722797203
31698,7752.870553572681
32554,10130.0597982714
34266,7822.909774436098
35122,12213.300079771983
35978,11602.772724800321
36834,11515.931760294705
37690,12107.290442983518
38546,14484.479687682238
40258,7822.909774436098
27,9570.147541233924
883,9709.793325381082
1739,9826.74544508092
2595,11164.628988981842
4307,9617.379629629631
5163,8664.01808241798
6019,8169.258006820726
6875,8308.903790967885
7731,8425.855910667722
8587,9540.910975417964
10299,9617.379629629631
11155,10287.736095981858
12011,9792.976020384604
12867,9932.621804531762
13723,10049.5739242316
14579,11164.628988981842
16291,9617.379629629631
17147,8664.01808241798
18003,8169.258006820726
18859,8308.903790967885
19715,8425.855910667722
20571,9540.910975417964
22283,9617.379629629631
23139,10287.736095981858
23995,9792.976020384604
24851,9932.621804531762
25707,10049.5739242316
26563,11164.628988981842
29131,8664.01808241798
29987,8169.258006820726
30843,8308.903790967885
31699,8425.855910667722
32555,9540.910975417964
34267,9617.379629629631
35123,10287.736095981858
35979,9792.976020384604
36835,9932.621804531762
37691,10049.5739242316
38547,11164.628988981842
40259,9617.379629629631
28,6581.703455871892
884,6843.065584009595
1740,7195.5027525086825
2596,8576.355228989676
4308,6213.49624060151
5164,4146.058592336677
6020,3642.6337958124586
6876,3903.9959239501613
7732,4256.433092449249
8588,5637.285568930243
10300,6213.49624060151
11156,7085.128252396111
12012,6581.703455871892
12868,6843.065584009595
13724,7195.5027525086825
14580,8576.355228989676
16292,6213.49624060151
17148,4146.058592336677
18004,3642.6337958124586
18860,3903.9959239501613
19716,4256.433092449249
20572,5637.285568930243
22284,6213.49624060151
23140,7085.128252396111
23996,6581.703455871892
24852,6843.065584009595
25708,7195.5027525086825
26564,8576.355228989676
28276,6213.49624060151
29132,4146.058592336677
29988,3642.6337958124586
30844,3903.9959239501613
31700,4467.352831594541
32556,5848.205308075535
34268,6213.49624060151
35124,7296.0479915414035
35980,6792.623195017184
36836,7053.985323154888
37692,7406.422491653975
38548,8787.274968134969
40260,6213.49624060151
29,5809.393578419413
885,6104.479587073317
1741,6357.292578624999
2597,7494.151710849029
4309,2979.285714285722
5165,3394.4595977913277
6021,3440.8009087966125
6877,3735.8869174505166
7733,3988.6999090021986
8589,5125.559041226228
10301,2979.285714285722
11157,5763.052267414128
12013,5809.393578419413
12869,6104.479587073317
13725,6357.292578624999
14581,7494.151710849029
16293,2979.285714285722
17149,3394.4595977913277
18005,3440.8009087966125
18861,3735.8869174505166
19717,3988.6999090021986
20573,5125.559041226228
22285,2979.285714285722
23141,5763.052267414128
23997,5809.393578419413
24853,6104.479587073317
25709,6357.292578624999
26565,7494.151710849029
28277,2979.285714285722
29133,3394.4595977913277
29989,3440.8009087966125
30845,3735.8869174505166
31701,4053.161487445978
32557,5190.020619670007
34269,2979.285714285722
35125,5827.513845857908
35981,5873.855156863192
36837,6168.941165517096
37693,6421.754157068778
38549,7558.613289292808
40261,2979.285714285722
30,5264.728950746905
886,5001.634902211841
1742,5539.8945355081605
2598,5669.721146108163
4310,5423.676691729321
5166,3870.723431756
6022,3916.2603115508514
6878,3653.1662630157875
7734,4191.425896312107
8590,4321.252506912109
10302,5423.676691729321
11158,5219.192070952054
12014,5264.728950746905
12870,5001.634902211841
13726,5539.8945355081605
14582,5669.721146108163
16294,5423.676691729321
17150,3870.723431756
18006,3916.2603115508514
18862,3653.1662630157875
19718,4191.425896312107
20574,4321.252506912109
22286,5423.676691729321
23142,5219.192070952054
23998,5264.728950746905
24854,5001.634902211841
25710,5539.8945355081605
26566,5669.721146108163
28278,5423.676691729321
29134,3870.723431756
29990,3916.2603115508514
30846,3653.1662630157875
31702,4502.351892945313
32558,4632.178503545316
34270,5423.676691729321
35126,5530.118067585259
35982,5575.654947380111
36838,5312.560898845048
37694,5850.820532141367
38550,5980.647142741369
40262,5423.676691729321
31,5603.644481607909
887,5511.615472582512
1743,5474.235908501432
2599,7308.145802526568
4311,5368.583333333336
5167,5345.612529772439
6023,4904.932705713735
6879,4812.903696688339
7735,4775.524132607258
8591,5882.764122538427
10303,5368.583333333336
11159,6770.994209760581
12015,6330.314385701876
12871,6238.285376676479
13727,6200.9058125954
14583,7308.145802526568
16295,5368.583333333336
17151,5345.612529772439
18007,4904.932705713735
18863,4812.903696688339
19719,4775.524132607258
20575,5882.764122538427
22287,5368.583333333336
23143,6770.994209760581
23999,6330.314385701876
24855,6238.285376676479
25711,6200.9058125954
26567,7308.145802526568
29135,5345.612529772439
29991,4904.932705713735
30847,4812.903696688339
31703,4775.524132607258
32559,5882.764122538427
34271,5368.583333333336
35127,6770.994209760581
35983,6330.314385701876
36839,6238.285376676479
37695,6200.9058125954
38551,7308.145802526568
